ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5000307,M,N,Y,1,102704.11,Pensioner,Secondary / secondary special,Married,House / apartment,-15421,365243,1,0,0,0,,3.0
5000308,F,Y,Y,0,149996.05,Working,Secondary / secondary special,Married,Rented apartment,-14101,-3656,1,0,1,1,Cleaning staff,2.0
5000309,F,N,Y,0,191088.26,Commercial associate,Secondary / secondary special,Married,House / apartment,-23334,-15187,1,0,1,0,Drivers,1.0
5000310,F,Y,N,2,75823.92,Pensioner,Secondary / secondary special,Married,House / apartment,-20924,365243,1,0,0,0,,4.0
5000311,M,N,Y,0,161110.11,Working,Secondary / secondary special,Single / not married,House / apartment,-19915,-5850,1,1,0,0,Laborers,1.0
5000312,M,N,Y,1,157861.61,Working,Secondary / secondary special,Civil marriage,House / apartment,-10580,-3577,1,0,0,0,Laborers,3.0
5000313,F,Y,Y,0,179742.28,Commercial associate,Secondary / secondary special,Married,House / apartment,-12990,-3754,1,1,1,0,Managers,2.0
5000314,M,N,N,0,147636.41,Working,Secondary / secondary special,Civil marriage,House / apartment,-13773,-3089,1,1,0,0,Laborers,2.0
5000315,F,Y,N,0,146674.9,Working,Secondary / secondary special,Married,House / apartment,-15587,-73,1,0,0,0,Drivers,2.0
5000316,F,N,Y,1,146266.3,Working,Secondary / secondary special,Civil marriage,House / apartment,-8156,-493,1,0,0,1,,3.0
5000317,M,Y,Y,0,137156.46,Working,Higher education,Civil marriage,House / apartment,-17201,-9227,1,0,0,0,Core staff,2.0
5000318,F,N,Y,0,142099.51,Working,Secondary / secondary special,Single / not married,House / apartment,-13421,-2956,1,0,1,0,,2.0
5000319,M,N,Y,0,160697.6,Working,Secondary / secondary special,Married,House / apartment,-16697,-4287,1,0,0,0,Laborers,2.0
5000320,M,N,Y,1,226475.8,Commercial associate,Higher education,Married,Municipal apartment,-7815,-625,1,0,0,0,Sales staff,3.0
5000321,F,N,N,2,265952.94,Commercial associate,Higher education,Single / not married,Municipal apartment,-12836,-1818,1,1,1,0,,4.0
5000322,F,N,N,3,183736.49,Commercial associate,Secondary / secondary special,Married,Rented apartment,-20023,-6629,1,0,0,0,High skill tech staff,5.0
5000323,F,N,Y,2,178404.82,Working,Higher education,Married,With parents,-15723,-3460,1,0,0,0,Laborers,4.0
5000324,F,N,Y,0,163192.37,Working,Secondary / secondary special,Married,House / apartment,-20348,-12529,1,0,1,0,,2.0
5000325,F,N,Y,0,138460.29,Working,Incomplete higher,Single / not married,House / apartment,-18903,-6968,1,0,0,0,Core staff,2.0
5000326,M,N,N,0,76956.38,Pensioner,Secondary / secondary special,Married,Municipal apartment,-21410,365243,1,0,0,0,,2.0
5000327,F,Y,N,0,208042.9,Commercial associate,Higher education,Single / not married,House / apartment,-7790,-1019,1,0,0,0,Laborers,1.0
5000328,M,N,Y,1,117892.99,Pensioner,Higher education,Single / not married,House / apartment,-11870,365243,1,1,1,0,,3.0
5000329,F,N,Y,1,149484.27,Working,Secondary / secondary special,Single / not married,House / apartment,-16490,-6822,1,1,0,0,Accountants,3.0
5000330,M,Y,Y,0,309294.02,Commercial associate,Higher education,Married,House / apartment,-22793,-3476,1,0,1,0,Laborers,2.0
5000331,F,N,Y,0,158501.62,Working,Secondary / secondary special,Civil marriage,House / apartment,-18595,-10434,1,1,0,0,Core staff,2.0
5000332,F,Y,N,2,82718.31,Pensioner,Secondary / secondary special,Married,House / apartment,-15008,365243,1,0,0,0,,4.0
5000333,F,N,Y,0,157795.2,Working,Secondary / secondary special,Married,House / apartment,-9762,-311,1,0,1,0,Managers,2.0
5000334,F,N,N,0,207473.17,Working,Higher education,Married,House / apartment,-15597,-4067,1,0,0,0,Managers,2.0
5000335,M,N,Y,0,152815.25,Working,Secondary / secondary special,Married,House / apartment,-14759,-1985,1,1,0,0,Managers,1.0
5000336,F,Y,N,0,168972.06,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-20181,-7330,1,0,0,0,Drivers,1.0
5000337,F,Y,Y,0,151778.19,Working,Secondary / secondary special,Married,House / apartment,-14313,-2347,1,0,0,0,High skill tech staff,2.0
5000338,F,N,N,0,132293.47,Working,Secondary / secondary special,Single / not married,House / apartment,-12794,-4505,1,0,0,0,Core staff,2.0
5000339,F,N,Y,0,159638.25,Working,Secondary / secondary special,Single / not married,House / apartment,-9112,-2379,1,1,0,0,Drivers,2.0
5000340,M,Y,Y,3,158998.05,State servant,Higher education,Married,Municipal apartment,-8418,-1317,1,0,0,0,High skill tech staff,5.0
5000341,M,N,Y,0,152763.57,Working,Incomplete higher,Married,House / apartment,-14728,-2920,1,0,0,0,Security staff,2.0
5000342,M,N,Y,0,108611.01,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-13245,365243,1,1,0,0,,2.0
5000343,F,Y,Y,2,160114.49,State servant,Secondary / secondary special,Married,House / apartment,-16595,-6027,1,0,1,0,,4.0
5000344,F,Y,Y,0,136538.6,State servant,Secondary / secondary special,Married,House / apartment,-19112,-11143,1,0,0,0,Laborers,2.0
5000345,M,N,N,0,122534.36,Pensioner,Secondary / secondary special,Married,House / apartment,-8313,365243,1,0,0,0,,2.0
5000346,F,Y,Y,1,85504.74,Pensioner,Secondary / secondary special,Married,House / apartment,-15645,365243,1,0,0,0,,3.0
5000347,M,Y,N,0,168819.84,Working,Secondary / secondary special,Married,House / apartment,-21523,-4063,1,0,0,0,Core staff,2.0
5000348,M,N,N,1,176942.21,Working,Secondary / secondary special,Married,Municipal apartment,-14985,-1026,1,0,0,0,Sales staff,3.0
5000349,M,N,Y,0,150992.6,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16047,-1270,1,1,0,0,Drivers,2.0
5000350,F,N,Y,0,205686.4,Working,Higher education,Single / not married,House / apartment,-15493,-4432,1,0,0,1,IT staff,2.0
5000351,F,Y,Y,0,117433.59,Working,Incomplete higher,Married,House / apartment,-13935,-5398,1,0,0,1,Laborers,2.0
5000352,M,Y,Y,0,192143.11,Commercial associate,Secondary / secondary special,Married,House / apartment,-9440,-1895,1,0,1,0,Managers,2.0
5000353,F,N,Y,1,159691.51,Commercial associate,Secondary / secondary special,Married,House / apartment,-9701,-1438,1,0,0,0,,3.0
5000354,F,Y,N,0,127798.92,Pensioner,Secondary / secondary special,Married,House / apartment,-10548,365243,1,1,1,0,,2.0
5000355,F,N,Y,2,238096.18,Commercial associate,Higher education,Married,House / apartment,-20408,-10098,1,0,0,0,,4.0
5000356,M,N,Y,1,178749.93,Commercial associate,Secondary / secondary special,Married,House / apartment,-12095,-3513,1,0,0,0,Managers,2.0
5000357,M,N,Y,0,217558.37,Working,Higher education,Separated,House / apartment,-22908,-10274,1,0,0,0,Core staff,2.0
5000358,F,N,N,1,147925.91,Working,Secondary / secondary special,Separated,House / apartment,-20690,-2885,1,0,0,0,High skill tech staff,3.0
5000359,F,Y,Y,0,138142.07,State servant,Secondary / secondary special,Married,House / apartment,-18672,-3806,1,0,0,0,Laborers,2.0
5000360,F,N,Y,0,154846.43,Working,Secondary / secondary special,Married,House / apartment,-19248,-4388,1,0,1,0,Drivers,2.0
5000361,M,Y,Y,1,143391.97,Working,Secondary / secondary special,Married,House / apartment,-8436,-1511,1,0,0,0,,3.0
5000362,F,N,Y,0,184380.73,Commercial associate,Secondary / secondary special,Separated,House / apartment,-16805,-7937,1,0,0,0,Laborers,2.0
5000363,F,N,N,0,158212.95,Working,Secondary / secondary special,Married,House / apartment,-22794,-4125,1,0,0,0,Managers,2.0
5000364,M,Y,N,0,229309.17,Working,Higher education,Married,House / apartment,-8299,-129,1,1,0,0,Drivers,1.0
5000365,M,N,Y,0,144126.02,Working,Secondary / secondary special,Single / not married,House / apartment,-12347,-4440,1,1,0,1,Core staff,1.0
5000366,M,N,Y,0,147210.32,Working,Secondary / secondary special,Married,House / apartment,-8498,-809,1,0,0,0,Medicine staff,2.0
5000367,M,N,Y,0,146271.35,Working,Secondary / secondary special,Married,House / apartment,-16827,-2281,1,0,0,0,Drivers,2.0
5000368,F,Y,Y,0,107836.07,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-9538,365243,1,0,1,0,,2.0
5000369,F,N,Y,0,149546.23,Working,Secondary / secondary special,Married,House / apartment,-15372,-1061,1,0,0,0,Laborers,2.0
5000370,M,N,Y,0,138110.33,Working,Secondary / secondary special,Married,House / apartment,-19241,-198,1,1,1,0,Medicine staff,2.0
5000371,M,N,Y,0,161408.56,Working,Secondary / secondary special,Married,House / apartment,-10313,-1619,1,0,0,0,Laborers,2.0
5000372,M,N,N,0,150501.06,Working,Secondary / secondary special,Widow,House / apartment,-19810,-4520,1,0,0,0,,2.0
5000373,M,Y,Y,1,52294.1,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-8638,365243,1,0,0,0,,3.0
5000374,F,N,N,0,154468.46,Working,Secondary / secondary special,Married,House / apartment,-10075,-2448,1,0,0,0,Laborers,2.0
5000375,F,N,Y,0,137557.89,State servant,Incomplete higher,Married,House / apartment,-12172,-5467,1,0,0,0,Cooking staff,2.0
5000376,M,N,Y,0,156465.93,Working,Secondary / secondary special,Married,With parents,-20464,-2901,1,1,0,0,,2.0
5000377,F,N,N,0,97663.72,Pensioner,Higher education,Single / not married,House / apartment,-21333,365243,1,0,0,0,,2.0
5000378,M,Y,Y,0,144323.98,Working,Secondary / secondary special,Married,House / apartment,-11212,-1154,1,1,0,0,Laborers,2.0
5000379,M,N,Y,2,176278.81,Working,Secondary / secondary special,Married,House / apartment,-9210,-913,1,1,1,0,,3.0
5000380,M,Y,Y,2,164254.73,Working,Secondary / secondary special,Married,House / apartment,-21298,-6879,1,0,0,0,Sales staff,4.0
5000381,F,N,Y,1,200449.93,Commercial associate,Secondary / secondary special,Widow,House / apartment,-18106,-8056,1,0,0,0,,3.0
5000382,F,N,N,2,162335.41,Working,Secondary / secondary special,Civil marriage,House / apartment,-10207,-1302,1,0,1,0,High skill tech staff,4.0
5000383,F,Y,N,0,151374.75,Working,Secondary / secondary special,Married,House / apartment,-16633,-1080,1,1,0,0,Sales staff,2.0
5000384,F,N,Y,0,93548.76,Pensioner,Secondary / secondary special,Married,House / apartment,-21690,365243,1,0,0,0,,2.0
5000385,F,Y,Y,1,129037.66,Working,Secondary / secondary special,Married,House / apartment,-8787,-1626,1,0,0,0,Laborers,3.0
5000386,F,Y,Y,0,150041.35,Working,Higher education,Married,House / apartment,-9016,-1947,1,0,0,0,Core staff,2.0
5000387,F,N,Y,1,104570.09,Pensioner,Higher education,Single / not married,House / apartment,-12067,365243,1,0,0,0,,3.0
5000388,F,N,Y,1,158163.85,Working,Secondary / secondary special,Single / not married,House / apartment,-18153,-2894,1,0,0,0,Laborers,3.0
5000389,F,Y,Y,4,61965.3,Pensioner,Secondary / secondary special,Married,House / apartment,-10531,365243,1,0,0,0,,6.0
5000390,F,N,Y,0,144620.98,Working,Secondary / secondary special,Single / not married,House / apartment,-20790,-1975,1,0,0,0,High skill tech staff,2.0
5000391,F,N,Y,1,146458.95,Working,Secondary / secondary special,Civil marriage,House / apartment,-19730,-6960,1,0,0,0,Core staff,3.0
5000392,M,N,Y,0,232268.26,Working,Higher education,Married,House / apartment,-16686,-2135,1,0,0,0,Sales staff,2.0
5000393,F,N,Y,0,70972.53,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-9536,365243,1,1,0,0,,2.0
5000394,F,Y,Y,0,117988.36,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23552,365243,1,0,0,0,,2.0
5000395,F,N,N,1,138862.02,State servant,Secondary / secondary special,Married,House / apartment,-15546,-3379,1,0,0,0,Sales staff,2.0
5000396,M,N,N,2,193439.48,Working,Higher education,Single / not married,House / apartment,-14936,-6507,1,1,0,0,Core staff,4.0
5000397,F,Y,Y,0,81021.09,Pensioner,Secondary / secondary special,Married,House / apartment,-23670,365243,1,1,1,0,,2.0
5000398,F,N,Y,0,124425.77,Working,Secondary / secondary special,Married,House / apartment,-21553,-3317,1,0,0,0,Sales staff,2.0
5000399,F,N,N,0,126274.48,Working,Secondary / secondary special,Married,House / apartment,-15005,-6803,1,0,0,0,Medicine staff,1.0
5000400,F,Y,N,3,104946.57,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-14401,365243,1,0,0,0,,5.0
5000401,F,N,N,0,146966.32,Working,Secondary / secondary special,Married,House / apartment,-9212,-1789,1,1,0,0,Laborers,2.0
5000402,F,Y,Y,0,222913.28,Working,Higher education,Married,House / apartment,-22560,-3540,1,0,1,0,Managers,2.0
5000403,F,Y,N,0,125807.44,Working,Secondary / secondary special,Separated,House / apartment,-21231,-7732,1,0,1,0,Security staff,1.0
5000404,M,N,Y,0,140078.72,Pensioner,Higher education,Separated,House / apartment,-12652,365243,1,1,1,0,,2.0
5000405,M,N,N,0,168491.76,Working,Secondary / secondary special,Married,House / apartment,-19777,-8121,1,0,0,0,Managers,2.0
5000406,F,N,N,0,161534.58,Working,Secondary / secondary special,Married,House / apartment,-19928,-2703,1,0,0,0,Core staff,2.0
5000407,F,N,Y,2,190208.26,State servant,Higher education,Married,House / apartment,-11333,-720,1,1,0,0,Laborers,4.0
5000408,M,Y,N,1,146429.91,Working,Secondary / secondary special,Married,House / apartment,-17532,-5837,1,0,1,0,Cleaning staff,3.0
5000409,F,Y,Y,0,209949.68,Working,Higher education,Married,House / apartment,-11769,-3615,1,0,0,0,Laborers,2.0
5000410,F,N,N,3,283458.21,Commercial associate,Higher education,Married,With parents,-20365,-6432,1,1,1,0,Private service staff,5.0
5000411,F,Y,Y,0,91646.9,Pensioner,Secondary / secondary special,Married,House / apartment,-10142,365243,1,0,0,0,,2.0
5000412,F,Y,N,0,233779.95,Working,Higher education,Single / not married,House / apartment,-18420,-863,1,0,1,0,Sales staff,2.0
5000413,M,Y,Y,0,249509.91,Commercial associate,Higher education,Married,House / apartment,-12910,-5864,1,0,0,1,Laborers,2.0
5000414,M,N,N,0,138853.74,Working,Secondary / secondary special,Civil marriage,House / apartment,-8252,-1176,1,0,0,0,Core staff,2.0
5000415,M,N,Y,1,148296.42,Working,Secondary / secondary special,Married,House / apartment,-9658,-1929,1,0,0,0,Core staff,2.0
5000416,F,N,Y,0,133807.01,Working,Secondary / secondary special,Separated,House / apartment,-18195,-7492,1,0,1,0,Medicine staff,2.0
5000417,F,Y,Y,0,149397.91,Working,Secondary / secondary special,Married,House / apartment,-11526,-1995,1,0,1,0,Drivers,2.0
5000418,F,N,N,1,151333.67,Working,Secondary / secondary special,Married,House / apartment,-17812,-11062,1,1,1,0,Cleaning staff,2.0
5000419,F,N,Y,0,90393.21,Pensioner,Secondary / secondary special,Married,House / apartment,-14337,365243,1,0,0,1,,2.0
5000420,F,N,Y,1,167348.19,Commercial associate,Secondary / secondary special,Single / not married,With parents,-18803,-1654,1,0,0,1,Sales staff,3.0
5000421,M,N,Y,1,86473.2,Pensioner,Secondary / secondary special,Married,House / apartment,-15592,365243,1,0,1,0,,3.0
5000422,M,N,N,0,194146.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12629,-4484,1,0,0,0,Sales staff,2.0
5000423,F,Y,Y,1,146554.26,Working,Secondary / secondary special,Married,House / apartment,-10014,-1468,1,1,0,1,Core staff,3.0
5000424,M,N,Y,0,173014.3,Working,Secondary / secondary special,Married,House / apartment,-13152,-5799,1,0,1,0,Laborers,2.0
5000425,M,N,Y,0,124427.31,Pensioner,Higher education,Married,House / apartment,-17874,365243,1,0,0,0,,2.0
5000426,F,N,Y,0,168188.75,Commercial associate,Secondary / secondary special,Widow,House / apartment,-19570,-9331,1,0,0,0,Core staff,1.0
5000427,F,N,Y,0,144726.77,State servant,Secondary / secondary special,Married,House / apartment,-10247,-2080,1,0,0,0,Laborers,2.0
5000428,F,N,Y,2,133509.16,Working,Secondary / secondary special,Married,House / apartment,-18346,-11040,1,0,0,1,Security staff,4.0
5000429,F,N,N,0,161768.37,Working,Secondary / secondary special,Separated,With parents,-10551,-3631,1,0,0,0,Managers,2.0
5000430,F,N,N,0,125958.47,Working,Secondary / secondary special,Married,House / apartment,-11235,-278,1,0,0,0,,2.0
5000431,M,N,Y,2,251688.26,Working,Higher education,Married,House / apartment,-16209,-1884,1,1,0,0,Drivers,4.0
5000432,F,N,Y,0,135961.99,Working,Secondary / secondary special,Married,House / apartment,-12318,-3894,1,1,1,1,Realty agents,2.0
5000433,F,N,Y,0,235099.6,Working,Higher education,Married,House / apartment,-18303,-10814,1,1,1,0,IT staff,2.0
5000434,F,Y,Y,0,183071.54,Commercial associate,Secondary / secondary special,Married,House / apartment,-23031,-7102,1,0,1,0,Medicine staff,2.0
5000435,F,Y,N,1,141149.35,Working,Secondary / secondary special,Married,House / apartment,-10063,-168,1,0,0,0,High skill tech staff,3.0
5000436,M,N,Y,0,220584.24,Working,Higher education,Single / not married,House / apartment,-16839,-6616,1,0,0,0,Laborers,2.0
5000437,M,N,Y,0,229470.12,Commercial associate,Higher education,Married,House / apartment,-22509,-3131,1,0,0,0,,1.0
5000438,F,Y,Y,0,135562.5,Working,Secondary / secondary special,Married,House / apartment,-10507,-2188,1,0,0,0,,2.0
5000439,F,N,N,0,216222.67,Commercial associate,Higher education,Single / not married,Municipal apartment,-13566,-2711,1,0,0,0,Drivers,2.0
5000440,F,Y,Y,1,168792.16,Working,Secondary / secondary special,Single / not married,House / apartment,-9657,-1736,1,0,0,0,Accountants,3.0
5000441,F,Y,Y,0,79426.57,Pensioner,Higher education,Married,With parents,-17988,365243,1,0,0,0,,2.0
5000442,F,N,Y,0,167593.82,Commercial associate,Secondary / secondary special,Married,House / apartment,-18424,-11051,1,1,0,0,Low-skill Laborers,2.0
5000443,F,N,N,0,73493.41,Pensioner,Higher education,Single / not married,House / apartment,-18344,365243,1,1,0,0,,1.0
5000444,F,Y,N,1,137791.03,Working,Secondary / secondary special,Married,House / apartment,-16383,-4783,1,0,1,1,Sales staff,3.0
5000445,F,N,Y,1,161499.1,Working,Secondary / secondary special,Married,House / apartment,-19663,-487,1,0,0,0,Sales staff,3.0
5000446,F,N,Y,0,152780.15,Working,Secondary / secondary special,Married,With parents,-8247,-986,1,0,1,0,Low-skill Laborers,2.0
5000447,F,N,N,0,147714.94,Working,Secondary / secondary special,Married,House / apartment,-23058,-5394,1,0,0,0,Managers,1.0
5000448,F,N,Y,0,150039.34,Working,Secondary / secondary special,Married,House / apartment,-11240,-3638,1,0,0,1,Cleaning staff,2.0
5000449,F,Y,Y,0,177225.28,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9624,-1452,1,1,1,1,,2.0
5000450,F,Y,Y,0,157756.57,Working,Secondary / secondary special,Married,House / apartment,-22795,-12035,1,0,0,0,Low-skill Laborers,2.0
5000451,M,Y,Y,0,237577.17,Commercial associate,Higher education,Married,House / apartment,-21016,-13128,1,0,0,0,Drivers,2.0
5000452,M,N,Y,0,64883.61,Pensioner,Secondary / secondary special,Married,House / apartment,-19962,365243,1,1,0,0,,2.0
5000453,F,N,N,2,266743.98,Commercial associate,Higher education,Married,House / apartment,-9354,-1030,1,0,0,0,Core staff,4.0
